device_id,DeviceType,DeviceInfo,os,browser
sm-j200h,mobile,SM-J200H,,chrome 63.0 for android
8080,mobile,8080 Build/LRX21M,,chrome 64.0 for android
sm-g530fz,mobile,SM-G530FZ,,chrome 64.0 for android
logic,mobile,LOGIC,,android webview 4.0
asus_x00dda,mobile,ASUS_X00DDA,,chrome 64.0 for android
huawei_y360-u23,mobile,HUAWEI Y360-U23 Build/HUAWEIY360-U23,,chrome 62.0 for android
e6653,mobile,E6653 Build/32.4.A.1.54,,chrome 64.0 for android
nxa8qc116,mobile,NXA8QC116,Android 5.0,chrome 64.0 for android
aerial,mobile,AERIAL,,chrome 64.0 for android
xs-z47b7vqtmxs,desktop,xs-Z47b7VqTMxs,Windows 7,ie 11.0 for desktop
s70v,desktop,S70V,,chrome generic
linux,desktop,Linux,,chromium
8062,mobile,8062 Build/MRA58K,,chrome 64.0 for android
lg-d400,mobile,LG-D400,,chrome 64.0 for android
samsung-sm-g930az,mobile,SAMSUNG-SM-G930AZ,,chrome 63.0 for android
xt1572,mobile,XT1572 Build/NPHS25.200-15-8,,chrome 64.0 for android
zte_blade_v8_mini,mobile,ZTE BLADE V8 MINI Build/NRD90M,,chrome 64.0 for android
vtr-al00,mobile,VTR-AL00 Build/HUAWEIVTR-AL00,,android browser 4.0
mya-l03,mobile,MYA-L03 Build/HUAWEIMYA-L03,,chrome 64.0 for android
hisense_f32,mobile,Hisense F32 Build/NMF26F,,chrome 64.0 for android
sm-t217s,mobile,SM-T217S Build/KOT49H,Android 4.4.2,chrome 64.0 for android
b3-a40,mobile,B3-A40,,chrome 64.0 for android
zuum_zen_i,desktop,ZUUM_ZEN_I Build/LRX21M,,chrome generic
b3-a20,mobile,B3-A20,,chrome 50.0 for android
en-gb,mobile,en-gb,Android 4.4.2,chrome generic
gt-s5310l,mobile,GT-S5310L,,chrome 55.0 for android
vs5012,mobile,VS5012 Build/NRD90M,,chrome 64.0 for android
c1904,mobile,C1904,,chrome 60.0 for android
sm-t585,mobile,SM-T585,,chrome 64.0 for android
f3111,mobile,F3111 Build/33.3.A.1.97,,chrome 64.0 for android
lgls992,mobile,LGLS992,Android 7.0,chrome 64.0 for android
bv7000,mobile,BV7000,,android webview 4.0
k10,mobile,K10,,android webview 4.0
lg-p708g,mobile,LG-P708g,,chrome 53.0 for android
sm-g386w,mobile,SM-G386W,,chrome 64.0 for android
sm-a300m,mobile,SM-A300M,,chrome 64.0 for android
huawei_m2-801w,mobile,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android
lenovo_yt3-850f,mobile,Lenovo YT3-850F Build/MMB29M,,chrome 64.0 for android
ple-701l,mobile,PLE-701L,,chrome 62.0 for android
limit,mobile,LIMIT,,chrome 64.0 for android
sm-t285m,mobile,SM-T285M,,chrome 64.0 for android
iris702,mobile,iris702,,chrome 63.0 for android
sm-j530g,mobile,SM-J530G,,chrome 64.0 for android
lg-h812,mobile,LG-H812,,chrome 64.0 for android
lgl164vl,mobile,LGL164VL Build/NRD90U,Android 7.0,chrome 64.0 for android
huawei_can-l11,mobile,HUAWEI CAN-L11 Build/HUAWEICAN-L11,,chrome 64.0 for android
nx16a8116kp,mobile,NX16A8116KP,Android 7.1.1,chrome 64.0 for android
a574bl,mobile,A574BL Build/NMF26F,Android 7.1.1,chrome 64.0 for android
samsung_sm-a730f,mobile,SAMSUNG SM-A730F Build/NMF26X,,samsung browser generic
sm-t827r4,mobile,SM-T827R4,Android 7.0,chrome 64.0 for android
lenovo_yt3-850m,mobile,Lenovo YT3-850M Build/MMB29M,,chrome generic for android
sm-g7105,mobile,SM-G7105,,chrome 64.0 for android
gt-s7275b,mobile,GT-S7275B,,chrome 64.0 for android
minion_tab,mobile,Minion_Tab,,Inco/Minion
x900,mobile,X900+,,chrome 64.0 for android
samsung-sm-j327az,mobile,SAMSUNG-SM-J327AZ,Android 7.0,chrome 64.0 for android
lgms428,mobile,LGMS428,,chrome 64.0 for android
samsung_sm-t813,mobile,SAMSUNG SM-T813 Build/NRD90M,Android 7.0,samsung browser 6.2
ilium_lt520,mobile,Ilium LT520 Build/NRD90M,,chrome 56.0 for android
sm-a530f,mobile,SM-A530F Build/NMF26X,,chrome 64.0 for android
sm-p607t,mobile,SM-P607T,Android 5.1.1,chrome 64.0 for android
redmi_5_plus,mobile,Redmi 5 Plus Build/N2G47H,,chrome 64.0 for android
sm-t355y,mobile,SM-T355Y Build/NMF26X,,android webview 4.0
sm-j700p,mobile,SM-J700P,Android 7.1.1,chrome 64.0 for android
ilium_x220,mobile,Ilium X220 Build/MRA58K,,chrome 64.0 for android
lgl163bl,mobile,LGL163BL,Android 7.0,chrome 63.0 for android
ta-1052,mobile,TA-1052,Android 8.1.0,
o1,mobile,O1,,android browser 4.0
origins,mobile,Origins,,android webview 4.0
asus_z017da,mobile,ASUS_Z017DA,,chrome 64.0 for android
lg-m257,mobile,LG-M257,,chrome 64.0 for android
aquaris_x5_plus,mobile,Aquaris X5 Plus Build/NMF26F,,chrome 64.0 for android
xt1072,mobile,XT1072,,chrome 64.0 for android
verykool,mobile,verykool,,chrome 64.0 for android
x3402,mobile,X3402,,chrome 55.0 for android
lgms345,mobile,LGMS345,,android browser 4.0
lg-v500,mobile,LG-V500,,chrome 53.0 for android
a1-850,mobile,A1-850,,chrome 64.0 for android
a97,mobile,A97,,chrome 64.0 for android
fig-lx3,mobile,FIG-LX3 Build/HUAWEIFIG-LX3,,chrome 62.0 for android
5045i,mobile,5045I,,chrome generic for android
stf-l09,mobile,STF-L09 Build/HUAWEISTF-L09,,chrome 64.0 for android
alcatel_4060o,mobile,Alcatel_4060O Build/MMB29M,Android 6.0.1,chrome 50.0 for android
lgus992,mobile,LGUS992,Android 7.0,chrome generic for android
sm-t537v,mobile,SM-T537V,,chrome 50.0 for android
sc-02h,mobile,SC-02H,,chrome generic for android
ilium_pad_t7x,desktop,Ilium Pad T7X Build/LMY47I,,chrome generic
xt1095,mobile,XT1095,Android 6.0,chrome generic for android
samsung_sm-a310f,mobile,SAMSUNG SM-A310F Build/NRD90M,,samsung browser generic
5056n,mobile,5056N,Android 6.0.1,chrome 64.0 for android
samsung-sgh-i497,mobile,SAMSUNG-SGH-I497,,chrome 59.0 for android
alcatel_one_touch_7040a,mobile,ALCATEL ONE TOUCH 7040A Build/JDQ39,,chrome 64.0 for android
zte-z956,mobile,ZTE-Z956,Android 6.0.1,other
c6903,desktop,C6903,,chrome generic
bla-l09,mobile,BLA-L09 Build/HUAWEIBLA-L09,,chrome 64.0 for android
magno,mobile,MAGNO,,chrome 63.0 for android
alcatel_5056o,mobile,Alcatel_5056O,,chrome 64.0 for android
lg-sp200,mobile,LG-SP200,Android 7.1.2,chrome generic for android
vk815,mobile,VK815,Android 6.0,chrome 64.0 for android
sm-c900f,mobile,SM-C900F,Android 7.1.1,chrome generic for android
p5046a,mobile,P5046A,,chrome generic for android
stk_sync_5e,mobile,STK_Sync_5e,,chrome 64.0 for android
was-tl10,mobile,WAS-TL10 Build/HUAWEIWAS-TL10,,chrome generic for android
g25524k,mobile,G25524K,,chrome generic for android
sgp511,desktop,SGP511,,chrome generic
samsung-sm-j120a,mobile,SAMSUNG-SM-J120A,,chrome 64.0 for android
sov33,mobile,SOV33 Build/35.0.D.2.25,,chrome 54.0 for android
z813,desktop,Z813 Build/LMY47O,,chrome generic
sm-g730w8,mobile,SM-G730W8 Build/KOT49H,,chrome 64.0 for android
4034e,mobile,4034E,,chrome 64.0 for android
mya-l11,mobile,MYA-L11,,chrome generic for android
rct6k03w13,mobile,RCT6K03W13,Android 6.0,chrome 64.0 for android
rv140,mobile,rv:14.0,,Mozilla/Firefox
a5002,mobile,A5002,Android 6.0,chrome 55.0 for android
sm-t210,mobile,SM-T210,,chrome 64.0 for android
nyx_a1,mobile,NYX_A1,,chrome 63.0 for android
f3311,mobile,F3311,,chrome 65.0 for android
mi_max_2,mobile,MI MAX 2 Build/NMF26F,,chrome 65.0 for android
sph-l720t,mobile,SPH-L720T,Android,chrome 65.0 for android
b1-790,mobile,B1-790,,chrome 65.0 for android
g527-u081,mobile,G527-U081,,chrome 62.0 for android
lg-d681,mobile,LG-D681,,chrome 65.0 for android
helix,mobile,Helix,,chrome 65.0 for android
xt890,mobile,XT890 Build/9.8.2I-50_SML-25,,chrome 65.0 for android
samsung_sm-g9600,mobile,SAMSUNG SM-G9600 Build/R16NW,,other
sm-g9600,mobile,SM-G9600 Build/R16NW,,chrome 65.0 for android
zur70016,mobile,ZUR70016,,chrome 65.0 for android
samsung_sm-a310m,desktop,SAMSUNG SM-A310M Build/LMY47X,,chrome generic
star,desktop,Star,,chrome generic
g8341,mobile,G8341,,chrome 65.0 for android
lex829,mobile,LEX829,,chrome 65.0 for android
ta-1020,mobile,TA-1020,,chrome 65.0 for android
ht0703k16,mobile,HT0703K16,,chrome 64.0 for android
aquaris_v,mobile,Aquaris V Build/N2G47H,,chrome 65.0 for android
sm-g350m,mobile,SM-G350M,,chrome 63.0 for android
infinix,mobile,Infinix,,chrome 65.0 for android
h550,mobile,H550,,android webview 4.0
m431,mobile,M431,,chrome 63.0 for android
aoc_u706g,mobile,AOC_U706G,,chrome 64.0 for android
gigaset,mobile,Gigaset,,chrome 65.0 for android
sla-l23,mobile,SLA-L23,,chrome 65.0 for android
lg-h221,desktop,LG-H221,,chrome
grace,mobile,GRACE,,chrome 65.0 for android
pmid7102dc,mobile,PMID7102DC,,chrome 64.0 for android
sm-j500h,mobile,SM-J500H,,chrome 58.0 for android
lg-sp320,mobile,LG-SP320,Android 7.1.1,chrome 65.0 for android
v502015,mobile,V502015,,Cherry
zte_blade_a6,mobile,ZTE BLADE A6 Build/NMF26F,,chrome 65.0 for android
vs980_4g,mobile,VS980 4G Build/LRX22G,Android 5.0.2,chrome 63.0 for android
grant,mobile,GRANT,,chrome 65.0 for android
sm-g965u,mobile,SM-G965U Build/R16NW,Android 8.0.0,chrome 65.0 for android
samsung_sm-a310fa310fxxu4crb1,mobile,SAMSUNG SM-A310F/A310FXXU4CRB1 Build/NRD90M,,samsung browser 6.4
xt1225,mobile,XT1225,,chrome 65.0 for android
m4_ss4457-r,mobile,M4 SS4457-R Build/NRD90M,,chrome 65.0 for android
r831l,mobile,R831L,,chrome 65.0 for android
swift,mobile,Swift,,chrome 65.0 for android
pra507,mobile,PRA507,,chrome 65.0 for android
f8131,mobile,F8131,,chrome 65.0 for android
iris50,mobile,iris50,,chrome 65.0 for android
m10q1010,mobile,M10/Q1010,,chrome 65.0 for android
ax705,mobile,AX705,,chrome 65.0 for android
samsung_sm-g965u1,mobile,SAMSUNG SM-G965U1 Build/R16NW,,samsung browser 7.0
htcd100lvwpp,mobile,HTCD100LVWPP,Android,chrome 65.0 for android
p01m,mobile,P01M,Android 6.0.1,chrome 55.0 for android
p00a,mobile,P00A,Android 7.0,chrome 65.0 for android
lg-v522,mobile,LG-V522,Android 7.0,chrome 65.0 for android
sm-t380,mobile,SM-T380,,chrome 65.0 for android
rne-l21,mobile,RNE-L21 Build/HUAWEIRNE-L21,,chrome 65.0 for android
htcd200lvw,mobile,HTCD200LVW,Android 6.0.1,chrome 58.0 for android
b1-750,mobile,B1-750,,chrome 65.0 for android
gt-s7582l,mobile,GT-S7582L,,chrome 64.0 for android
sm-t587p,mobile,SM-T587P,Android 6.0.1,chrome 63.0 for android
z557bl,mobile,Z557BL,Android 7.1.1,chrome 59.0 for android
a577vl,mobile,A577VL,Android 7.1.1,chrome 65.0 for android
sm-g960u,mobile,SM-G960U Build/R16NW,Android 8.0.0,chrome 65.0 for android
sm-g925r4,mobile,SM-G925R4,,chrome 65.0 for android
za990,mobile,ZA990,,chrome 65.0 for android
4009f,mobile,4009F,,chrome 65.0 for android
was-lx2j,mobile,WAS-LX2J,,chrome 65.0 for android
samsung_sm-j250m,mobile,SAMSUNG SM-J250M Build/NMF26X,,samsung browser 6.4
z,mobile,Z,,chrome 43.0 for android
was-lx1,mobile,WAS-LX1 Build/HUAWEIWAS-LX1,,chrome 65.0 for android
sm-g901f,mobile,SM-G901F,,chrome 65.0 for android
samsung-sm-g920az,mobile,SAMSUNG-SM-G920AZ,Android 6.0.1,chrome 55.0 for android
samsung_sm-g960u,mobile,SAMSUNG SM-G960U Build/R16NW,Android 8.0.0,other
sm-g9650,mobile,SM-G9650 Build/R16NW,,chrome 65.0 for android
dream,mobile,Dream,,chrome 65.0 for android
lgms395,mobile,LGMS395,Android 4.4.2,chrome 65.0 for android
sm-g965f,mobile,SM-G965F Build/R16NW,,chrome 65.0 for android
sm-a730f,mobile,SM-A730F Build/NMF26X,,chrome 61.0 for android
a463bg,mobile,A463BG,Android 4.4.2,chrome 56.0 for android
gt-i8190n,mobile,GT-I8190N,,chrome 65.0 for android
f80s,mobile,F80'S+,,android webview 4.0
47418,mobile,47418,,chrome 65.0 for android
e6683,mobile,E6683,,chrome 65.0 for android
rv610,mobile,rv:61.0,,Generic/Android
6055b,mobile,6055B,,chrome 65.0 for android
c6603,mobile,C6603,,chrome 65.0 for android
redmi_note_5a,mobile,Redmi Note 5A Build/N2G47H,,chrome 65.0 for android
smart,mobile,SMART,,chrome 55.0 for android
kylin,mobile,Kylin,,chrome 65.0 for android
am508,mobile,AM508,,android webview 4.0
rv330,desktop,rv:33.0,,firefox
samsung-sm-j727az,mobile,SAMSUNG-SM-J727AZ,Android 7.0,chrome 65.0 for android
samsung_sm-g935w8,mobile,SAMSUNG SM-G935W8 Build/NRD90M,,samsung browser 6.4
sm-g361f,mobile,SM-G361F,,chrome 63.0 for android
sm-g960f,mobile,SM-G960F Build/R16NW,,chrome 65.0 for android
asus_x00id,mobile,ASUS_X00ID,Android 7.1.1,chrome 65.0 for android
lg-lg870,mobile,LG-LG870,,chrome 64.0 for android
lg-m200,mobile,LG-M200 Build/NRD90U,,chrome 64.0 for android
sp7731g,mobile,SP7731G,,other
alumini3,mobile,Alumini3 Build/MRA58K,,chrome 51.0 for android
bnd-l34,mobile,BND-L34,,chrome generic for android
htc_one_m84282,mobile,HTC_One_M8/4.28.502.2,,
sm-g570f,mobile,SM-G570F,,chrome 65.0 for android
sm-j120m,mobile,SM-J120M,,chrome 64.0 for android
hisense_e51,mobile,Hisense E51 Build/LMY47V,,chrome 43.0 for android
t08,mobile,T08,Android 6.0,chrome 65.0 for android
sgh-i747m,desktop,SGH-I747M,,chrome generic
samsung_sm-g9650,mobile,SAMSUNG SM-G9650 Build/R16NW,,samsung browser 7.0
bv8000pro,mobile,BV8000Pro,,chrome 65.0 for android
asus_z01bdc,mobile,ASUS_Z01BDC,,chrome 65.0 for android
sm-g615f,mobile,SM-G615F,,android webview 4.0
asus_x018d,mobile,ASUS_X018D,,chrome generic for android
lg-h933,mobile,LG-H933,,chrome generic for android
mtt,mobile,MTT,,chrome generic for android
samsung_sm-g965u,mobile,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,other
f5122,mobile,F5122,,chrome generic for android
samsung_sm-g965f,mobile,SAMSUNG SM-G965F Build/R16NW,,samsung browser 7.0
techpad,mobile,Techpad,,chrome generic for android
fusion5_u7,mobile,Fusion5_u7,,chrome generic for android
vs425,mobile,VS425,Android 6.0.1,chrome generic for android
r2,mobile,R2,,chrome 65.0 for android
sm-g955w,mobile,SM-G955W,,chrome generic for android
pulp_4g,desktop,PULP 4G Build/LMY47V,,chrome generic
x78,desktop,X78,,chrome generic
asus_x00hd,mobile,ASUS_X00HD Build/NMF26F,,chrome generic for android
ax821,mobile,AX821 Build/MRA58K,,chrome generic for android
aquaris_x,mobile,Aquaris X Build/NMF26F,,chrome generic for android
sm-j700f,mobile,SM-J700F,,chrome generic for android
lg-v410v41020c,mobile,LG-V410/V41020c,Android 5.0.2,chrome generic
blade_v8q,mobile,BLADE V8Q Build/N2G47H,,chrome generic for android
d5503,desktop,D5503,,chrome generic
domos,mobile,DOMOS,,chrome 65.0 for android
ul40,mobile,UL40,Android 7.1.1,chrome generic for android
f8332,mobile,F8332,,chrome generic for android
eml-l29,mobile,EML-L29 Build/HUAWEIEML-L29,,chrome generic for android
sm-g892a,mobile,SM-G892A,Android 8.0.0,chrome generic for android
northwell,desktop,Northwell,Windows 7,ie 11.0 for desktop
hisense_f24,mobile,Hisense F24 Build/NRD90M,,chrome generic for android
moto_g6_play,desktop,moto g(6) play Build/OPP27.61-14-4,,chrome generic
ta-1032,mobile,TA-1032,,chrome 56.0 for android
htc_desire_820,mobile,HTC_Desire_820,,android webview 4.0
asus_a001,mobile,ASUS_A001,,chrome 66.0 for android
ax1060,mobile,AX1060,,chrome 65.0 for android
clt-l09,mobile,CLT-L09,,chrome 66.0 for android
samsung_sm-a710m,mobile,SAMSUNG SM-A710M Build/NRD90M,,samsung browser 6.4
akus,mobile,AKUS,,chrome 66.0 for android
n9560,mobile,N9560 Build/NMF26F,Android 7.1.1,chrome 65.0 for android
shift,mobile,Shift Build/LMY47I,,chrome 46.0 for android
sm-t670,mobile,SM-T670,Android 5.1.1,chrome 66.0 for android
verykools5530,mobile,verykoolS5530 Build/LMY47I,,chrome 64.0 for android
verykools5005,mobile,verykoolS5005,,chrome
a3-a20,mobile,A3-A20,,chrome 66.0 for android
e501,mobile,E501,,chrome 64.0 for android
verykools5524,mobile,verykoolS5524,,chrome 64.0 for android
6037b,mobile,6037B,,chrome 66.0 for android
e6790tm,mobile,E6790TM,Android 5.1.1,chrome 66.0 for android
cph1607,mobile,CPH1607,,chrome 66.0 for android
lg-k350,mobile,LG-K350,,chrome 66.0 for android
bolt,mobile,Bolt,,chrome 66.0 for android
5044a,mobile,5044A,,chrome 64.0 for android
sm-g530t1,mobile,SM-G530T1,,chrome 66.0 for android
s471,mobile,S471,,android webview 4.0
oneplus_a5010,mobile,ONEPLUS A5010 Build/OPM1.171019.011,,android webview 4.0
gt-s7582,mobile,GT-S7582,,chrome 66.0 for android
sm-g900fd,mobile,SM-G900FD,,chrome 63.0 for android
za509,mobile,ZA509,,android browser 4.0
fever,mobile,FEVER,,chrome 63.0 for android
sm-t330,mobile,SM-T330,,chrome 65.0 for android
sm-j250m,mobile,SM-J250M Build/NMF26X,,chrome 66.0 for android
alumini3plus,mobile,Alumini3Plus,,chrome 66.0 for android
samsung_sm-g930fxxu2drc1,mobile,SAMSUNG SM-G930F/XXU2DRC1 Build/NRD90M,,samsung browser 6.4
redmi_note_4x,mobile,Redmi Note 4X Build/MRA58K,,chrome 66.0 for android
hisense_f8_mini,mobile,Hisense F8 MINI Build/NRD90M,,chrome 66.0 for android
h3321,mobile,H3321,,chrome 66.0 for android
studio_g_hd,mobile,STUDIO_G_HD,,chrome 52.0 for android
azumi_kinzo_a5_ql,mobile,Azumi_KINZO_A5_QL,,chrome 65.0 for android
android_71,mobile,Android 7.1.2,,android webview 4.0
y550-l02,mobile,Y550-L02,,chrome 66.0 for android
ls5,mobile,LS5,,chrome 65.0 for android
sm-j120w,mobile,SM-J120W,,chrome 66.0 for android
7_plus,mobile,7_Plus,,android webview 4.0
sm-j7108,mobile,SM-J7108,,chrome 66.0 for android
samsung_sm-n910v,mobile,SAMSUNG SM-N910V Build/MMB29M,Android 6.0.1,samsung browser 6.4
ane-lx3,mobile,ANE-LX3 Build/HUAWEIANE-LX3,,chrome 66.0 for android
yolo,mobile,YOLO,,android browser 4.0
z812,mobile,Z812,,chrome 65.0 for android
rne-l23,mobile,RNE-L23 Build/HUAWEIRNE-L23,,chrome 66.0 for android
gt-n8010,mobile,GT-N8010,,chrome 65.0 for android
sgp611,mobile,SGP611,,chrome 54.0 for android
gt-i9506,mobile,GT-I9506,,chrome 66.0 for android
z965,mobile,Z965 Build/NMF26V,Android 7.1.1,chrome 58.0 for android
d2406,mobile,D2406,,chrome 43.0 for android
samsung_sm-j327az,mobile,SAMSUNG SM-J327AZ Build/NRD90M,,samsung browser 6.4
orion,mobile,ORION,,chrome 66.0 for android
cph1723,mobile,CPH1723,Android 7.1.1,chrome 66.0 for android
rne-l22,mobile,RNE-L22 Build/HUAWEIRNE-L22,,chrome 66.0 for android
io,mobile,IO,,chrome 65.0 for android
asus_x008d,mobile,ASUS_X008D Build/NRD90M,,android webview 4.0
g8142,mobile,G8142,,chrome 66.0 for android
g630-u251,mobile,G630-U251,,chrome
lg-k212,mobile,LG-K212,Android 6.0.1,chrome 66.0 for android
ldn-lx3,mobile,LDN-LX3 Build/HUAWEILDN-LX3,,chrome 66.0 for android
z955a,mobile,Z955A,,chrome 66.0 for android
lg-e975,mobile,LG-E975,,chrome 57.0 for android
